Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities
129,0,1,1580860800.0,0.0,0.0
130,0,1,1580947200.0,0.0,0.0
131,0,1,1581033600.0,0.0,0.0
132,0,1,1581120000.0,0.0,0.0
133,0,1,1581206400.0,0.0,0.0
134,0,1,1581292800.0,0.0,0.0
135,0,1,1581379200.0,0.0,0.0
136,0,1,1581465600.0,0.0,0.0
137,0,1,1581552000.0,0.0,0.0
138,0,1,1581638400.0,0.0,0.0
139,0,1,1581724800.0,0.0,0.0
140,0,1,1581811200.0,0.0,0.0
141,0,1,1581897600.0,0.0,0.0
142,0,1,1581984000.0,0.0,0.0
143,0,1,1582070400.0,0.0,0.0
144,0,1,1582156800.0,0.0,0.0
145,0,1,1582243200.0,0.0,0.0
146,0,1,1582329600.0,0.0,0.0
147,0,1,1582416000.0,0.0,0.0
148,0,1,1582502400.0,0.0,0.0
149,0,1,1582588800.0,0.0,0.0
150,0,1,1582675200.0,0.0,0.0
151,0,1,1582761600.0,0.0,0.0
152,0,1,1582848000.0,0.0,0.0
153,0,1,1582934400.0,0.0,0.0
154,0,1,1583020800.0,0.0,0.0
155,0,1,1583107200.0,0.0,0.0
156,0,1,1583193600.0,0.0,0.0
157,0,1,1583280000.0,0.0,0.0
158,0,1,1583366400.0,0.0,0.0
159,0,1,1583452800.0,0.0,0.0
160,0,1,1583539200.0,0.0,0.0
161,0,1,1583625600.0,0.0,0.0
162,0,1,1583712000.0,2.0,0.0
163,0,1,1583798400.0,10.0,0.0
164,0,1,1583884800.0,12.0,1.0
165,0,1,1583971200.0,23.0,1.0
166,0,1,1584057600.0,33.0,1.0
167,0,1,1584144000.0,38.0,1.0
168,0,1,1584230400.0,42.0,1.0
169,0,1,1584316800.0,51.0,1.0
170,0,1,1584403200.0,55.0,1.0
171,0,1,1584489600.0,59.0,2.0
172,0,1,1584576000.0,64.0,2.0
173,0,1,1584662400.0,70.0,2.0
174,0,1,1584748800.0,76.0,2.0
175,0,1,1584835200.0,89.0,2.0
176,0,1,1584921600.0,104.0,4.0
177,0,1,1585008000.0,123.0,5.0
178,0,1,1585094400.0,146.0,5.0
179,0,1,1585180800.0,174.0,6.0
180,0,1,1585267200.0,186.0,8.0
181,0,1,1585353600.0,197.0,10.0
182,0,1,1585440000.0,212.0,10.0
183,0,1,1585526400.0,223.0,11.0
184,0,1,1585612800.0,243.0,15.0
185,0,1,1585699200.0,259.0,15.0
186,0,1,1585785600.0,277.0,16.0
187,0,1,1585872000.0,304.0,17.0
188,0,1,1585958400.0,333.0,20.0
189,0,1,1586044800.0,361.0,20.0
190,0,1,1586131200.0,377.0,21.0
191,0,1,1586217600.0,383.0,22.0
192,0,1,1586304000.0,400.0,22.0
193,0,1,1586390400.0,409.0,23.0
194,0,1,1586476800.0,416.0,23.0
195,0,1,1586563200.0,433.0,23.0
196,0,1,1586649600.0,446.0,23.0
197,0,1,1586736000.0,467.0,23.0
198,0,1,1586822400.0,475.0,24.0
199,0,1,1586908800.0,494.0,25.0
200,0,1,1586995200.0,518.0,26.0
201,0,1,1587081600.0,539.0,26.0
202,0,1,1587168000.0,548.0,26.0
203,0,1,1587254400.0,562.0,26.0
229,0,2,1579651200.0,0.0,0.0
230,0,2,1579737600.0,0.0,0.0
231,0,2,1579824000.0,0.0,0.0
232,0,2,1579910400.0,0.0,0.0
233,0,2,1579996800.0,0.0,0.0
234,0,2,1580083200.0,0.0,0.0
235,0,2,1580169600.0,0.0,0.0
236,0,2,1580256000.0,0.0,0.0
237,0,2,1580342400.0,0.0,0.0
238,0,2,1580428800.0,0.0,0.0
239,0,2,1580515200.0,0.0,0.0
240,0,2,1580601600.0,0.0,0.0
241,0,2,1580688000.0,0.0,0.0
242,0,2,1580774400.0,0.0,0.0
243,0,2,1580860800.0,0.0,0.0
244,0,2,1580947200.0,0.0,0.0
245,0,2,1581033600.0,0.0,0.0
246,0,2,1581120000.0,0.0,0.0
247,0,2,1581206400.0,0.0,0.0
248,0,2,1581292800.0,0.0,0.0
249,0,2,1581379200.0,0.0,0.0
250,0,2,1581465600.0,0.0,0.0
251,0,2,1581552000.0,0.0,0.0
252,0,2,1581638400.0,0.0,0.0
253,0,2,1581724800.0,0.0,0.0
254,0,2,1581811200.0,0.0,0.0
255,0,2,1581897600.0,0.0,0.0
256,0,2,1581984000.0,0.0,0.0
257,0,2,1582070400.0,0.0,0.0
258,0,2,1582156800.0,0.0,0.0
259,0,2,1582243200.0,0.0,0.0
260,0,2,1582329600.0,0.0,0.0
261,0,2,1582416000.0,0.0,0.0
262,0,2,1582502400.0,0.0,0.0
263,0,2,1582588800.0,1.0,0.0
264,0,2,1582675200.0,1.0,0.0
265,0,2,1582761600.0,1.0,0.0
266,0,2,1582848000.0,1.0,0.0
267,0,2,1582934400.0,1.0,0.0
268,0,2,1583020800.0,1.0,0.0
269,0,2,1583107200.0,3.0,0.0
270,0,2,1583193600.0,5.0,0.0
271,0,2,1583280000.0,12.0,0.0
272,0,2,1583366400.0,12.0,0.0
273,0,2,1583452800.0,17.0,0.0
274,0,2,1583539200.0,17.0,0.0
275,0,2,1583625600.0,19.0,0.0
276,0,2,1583712000.0,20.0,0.0
277,0,2,1583798400.0,20.0,0.0
278,0,2,1583884800.0,20.0,0.0
279,0,2,1583971200.0,24.0,1.0
280,0,2,1584057600.0,26.0,2.0
281,0,2,1584144000.0,37.0,3.0
282,0,2,1584230400.0,48.0,4.0
283,0,2,1584316800.0,54.0,4.0
284,0,2,1584403200.0,60.0,4.0
285,0,2,1584489600.0,74.0,7.0
286,0,2,1584576000.0,87.0,9.0
287,0,2,1584662400.0,90.0,11.0
288,0,2,1584748800.0,139.0,15.0
289,0,2,1584835200.0,201.0,17.0
290,0,2,1584921600.0,230.0,17.0
291,0,2,1585008000.0,264.0,19.0
292,0,2,1585094400.0,302.0,21.0
293,0,2,1585180800.0,367.0,25.0
294,0,2,1585267200.0,409.0,26.0
295,0,2,1585353600.0,454.0,29.0
296,0,2,1585440000.0,511.0,31.0
297,0,2,1585526400.0,584.0,35.0
298,0,2,1585612800.0,716.0,44.0
299,0,2,1585699200.0,847.0,58.0
300,0,2,1585785600.0,986.0,86.0
301,0,2,1585872000.0,1171.0,105.0
302,0,2,1585958400.0,1251.0,130.0
303,0,2,1586044800.0,1320.0,152.0
304,0,2,1586131200.0,1423.0,173.0
305,0,2,1586217600.0,1468.0,193.0
306,0,2,1586304000.0,1572.0,205.0
307,0,2,1586390400.0,1666.0,235.0
308,0,2,1586476800.0,1761.0,256.0
309,0,2,1586563200.0,1825.0,275.0
310,0,2,1586649600.0,1914.0,293.0
311,0,2,1586736000.0,1983.0,313.0
312,0,2,1586822400.0,2070.0,326.0
313,0,2,1586908800.0,2160.0,336.0
314,0,2,1586995200.0,2268.0,348.0
315,0,2,1587081600.0,2418.0,364.0
316,0,2,1587168000.0,2534.0,367.0
317,0,2,1587254400.0,2629.0,375.0
343,0,3,1579651200.0,0.0,0.0
344,0,3,1579737600.0,0.0,0.0
345,0,3,1579824000.0,0.0,0.0
346,0,3,1579910400.0,0.0,0.0
347,0,3,1579996800.0,0.0,0.0
348,0,3,1580083200.0,0.0,0.0
349,0,3,1580169600.0,0.0,0.0
350,0,3,1580256000.0,0.0,0.0
351,0,3,1580342400.0,0.0,0.0
352,0,3,1580428800.0,0.0,0.0
353,0,3,1580515200.0,0.0,0.0
354,0,3,1580601600.0,0.0,0.0
355,0,3,1580688000.0,0.0,0.0
356,0,3,1580774400.0,0.0,0.0
357,0,3,1580860800.0,0.0,0.0
358,0,3,1580947200.0,0.0,0.0
359,0,3,1581033600.0,0.0,0.0
360,0,3,1581120000.0,0.0,0.0
361,0,3,1581206400.0,0.0,0.0
362,0,3,1581292800.0,0.0,0.0
363,0,3,1581379200.0,0.0,0.0
364,0,3,1581465600.0,0.0,0.0
365,0,3,1581552000.0,0.0,0.0
366,0,3,1581638400.0,0.0,0.0
367,0,3,1581724800.0,0.0,0.0
368,0,3,1581811200.0,0.0,0.0
369,0,3,1581897600.0,0.0,0.0
370,0,3,1581984000.0,0.0,0.0
371,0,3,1582070400.0,0.0,0.0
372,0,3,1582156800.0,0.0,0.0
373,0,3,1582243200.0,0.0,0.0
374,0,3,1582329600.0,0.0,0.0
375,0,3,1582416000.0,0.0,0.0
376,0,3,1582502400.0,0.0,0.0
377,0,3,1582588800.0,0.0,0.0
378,0,3,1582675200.0,0.0,0.0
379,0,3,1582761600.0,0.0,0.0
380,0,3,1582848000.0,0.0,0.0
381,0,3,1582934400.0,0.0,0.0
382,0,3,1583020800.0,0.0,0.0
383,0,3,1583107200.0,1.0,0.0
384,0,3,1583193600.0,1.0,0.0
385,0,3,1583280000.0,1.0,0.0
386,0,3,1583366400.0,1.0,0.0
387,0,3,1583452800.0,1.0,0.0
388,0,3,1583539200.0,1.0,0.0
389,0,3,1583625600.0,1.0,0.0
390,0,3,1583712000.0,1.0,0.0
391,0,3,1583798400.0,1.0,0.0
392,0,3,1583884800.0,1.0,0.0
393,0,3,1583971200.0,1.0,0.0
394,0,3,1584057600.0,1.0,0.0
395,0,3,1584144000.0,1.0,0.0
396,0,3,1584230400.0,1.0,0.0
397,0,3,1584316800.0,2.0,0.0
398,0,3,1584403200.0,39.0,0.0
399,0,3,1584489600.0,39.0,0.0
400,0,3,1584576000.0,53.0,0.0
401,0,3,1584662400.0,75.0,0.0
402,0,3,1584748800.0,88.0,0.0
403,0,3,1584835200.0,113.0,1.0
404,0,3,1584921600.0,133.0,1.0
405,0,3,1585008000.0,164.0,1.0
406,0,3,1585094400.0,188.0,1.0
407,0,3,1585180800.0,224.0,3.0
408,0,3,1585267200.0,267.0,3.0
409,0,3,1585353600.0,308.0,3.0
410,0,3,1585440000.0,334.0,6.0
411,0,3,1585526400.0,370.0,8.0
412,0,3,1585612800.0,376.0,12.0
413,0,3,1585699200.0,390.0,14.0
414,0,3,1585785600.0,428.0,15.0
415,0,3,1585872000.0,439.0,16.0
416,0,3,1585958400.0,466.0,17.0
417,0,3,1586044800.0,501.0,18.0
418,0,3,1586131200.0,525.0,21.0
419,0,3,1586217600.0,545.0,22.0
420,0,3,1586304000.0,564.0,23.0
421,0,3,1586390400.0,583.0,25.0
422,0,3,1586476800.0,601.0,26.0
423,0,3,1586563200.0,601.0,26.0
424,0,3,1586649600.0,638.0,29.0
425,0,3,1586736000.0,646.0,29.0
426,0,3,1586822400.0,659.0,31.0
427,0,3,1586908800.0,673.0,33.0
428,0,3,1586995200.0,673.0,33.0
429,0,3,1587081600.0,696.0,35.0
430,0,3,1587168000.0,704.0,35.0
431,0,3,1587254400.0,713.0,36.0
457,0,4,1579651200.0,0.0,0.0
458,0,4,1579737600.0,0.0,0.0
459,0,4,1579824000.0,0.0,0.0
460,0,4,1579910400.0,0.0,0.0
461,0,4,1579996800.0,0.0,0.0
462,0,4,1580083200.0,0.0,0.0
463,0,4,1580169600.0,0.0,0.0
464,0,4,1580256000.0,0.0,0.0
465,0,4,1580342400.0,0.0,0.0
466,0,4,1580428800.0,0.0,0.0
467,0,4,1580515200.0,0.0,0.0
468,0,4,1580601600.0,0.0,0.0
469,0,4,1580688000.0,0.0,0.0
470,0,4,1580774400.0,0.0,0.0
471,0,4,1580860800.0,0.0,0.0
472,0,4,1580947200.0,0.0,0.0
473,0,4,1581033600.0,0.0,0.0
474,0,4,1581120000.0,0.0,0.0
475,0,4,1581206400.0,0.0,0.0
476,0,4,1581292800.0,0.0,0.0
477,0,4,1581379200.0,0.0,0.0
478,0,4,1581465600.0,0.0,0.0
479,0,4,1581552000.0,0.0,0.0
480,0,4,1581638400.0,0.0,0.0
481,0,4,1581724800.0,0.0,0.0
482,0,4,1581811200.0,0.0,0.0
483,0,4,1581897600.0,0.0,0.0
484,0,4,1581984000.0,0.0,0.0
485,0,4,1582070400.0,0.0,0.0
486,0,4,1582156800.0,0.0,0.0
487,0,4,1582243200.0,0.0,0.0
488,0,4,1582329600.0,0.0,0.0
489,0,4,1582416000.0,0.0,0.0
490,0,4,1582502400.0,0.0,0.0
491,0,4,1582588800.0,0.0,0.0
492,0,4,1582675200.0,0.0,0.0
493,0,4,1582761600.0,0.0,0.0
494,0,4,1582848000.0,0.0,0.0
495,0,4,1582934400.0,0.0,0.0
496,0,4,1583020800.0,0.0,0.0
497,0,4,1583107200.0,0.0,0.0
498,0,4,1583193600.0,0.0,0.0
499,0,4,1583280000.0,0.0,0.0
500,0,4,1583366400.0,0.0,0.0
501,0,4,1583452800.0,0.0,0.0
502,0,4,1583539200.0,0.0,0.0
503,0,4,1583625600.0,0.0,0.0
504,0,4,1583712000.0,0.0,0.0
505,0,4,1583798400.0,0.0,0.0
506,0,4,1583884800.0,0.0,0.0
507,0,4,1583971200.0,0.0,0.0
508,0,4,1584057600.0,0.0,0.0
509,0,4,1584144000.0,0.0,0.0
510,0,4,1584230400.0,0.0,0.0
511,0,4,1584316800.0,0.0,0.0
512,0,4,1584403200.0,0.0,0.0
513,0,4,1584489600.0,0.0,0.0
514,0,4,1584576000.0,0.0,0.0
515,0,4,1584662400.0,1.0,0.0
516,0,4,1584748800.0,2.0,0.0
517,0,4,1584835200.0,2.0,0.0
518,0,4,1584921600.0,3.0,0.0
519,0,4,1585008000.0,3.0,0.0
520,0,4,1585094400.0,3.0,0.0
521,0,4,1585180800.0,4.0,0.0
522,0,4,1585267200.0,4.0,0.0
523,0,4,1585353600.0,5.0,0.0
524,0,4,1585440000.0,7.0,2.0
525,0,4,1585526400.0,7.0,2.0
526,0,4,1585612800.0,7.0,2.0
527,0,4,1585699200.0,8.0,2.0
528,0,4,1585785600.0,8.0,2.0
529,0,4,1585872000.0,8.0,2.0
530,0,4,1585958400.0,10.0,2.0
531,0,4,1586044800.0,14.0,2.0
532,0,4,1586131200.0,16.0,2.0
533,0,4,1586217600.0,17.0,2.0
534,0,4,1586304000.0,19.0,2.0
535,0,4,1586390400.0,19.0,2.0
536,0,4,1586476800.0,19.0,2.0
537,0,4,1586563200.0,19.0,2.0
538,0,4,1586649600.0,19.0,2.0
539,0,4,1586736000.0,19.0,2.0
540,0,4,1586822400.0,19.0,2.0
541,0,4,1586908800.0,19.0,2.0
542,0,4,1586995200.0,19.0,2.0
543,0,4,1587081600.0,19.0,2.0
544,0,4,1587168000.0,24.0,2.0
545,0,4,1587254400.0,24.0,2.0
571,0,5,1579651200.0,0.0,0.0
572,0,5,1579737600.0,0.0,0.0
573,0,5,1579824000.0,0.0,0.0
574,0,5,1579910400.0,0.0,0.0
575,0,5,1579996800.0,0.0,0.0
576,0,5,1580083200.0,0.0,0.0
577,0,5,1580169600.0,0.0,0.0
578,0,5,1580256000.0,0.0,0.0
579,0,5,1580342400.0,0.0,0.0
580,0,5,1580428800.0,0.0,0.0
581,0,5,1580515200.0,0.0,0.0
582,0,5,1580601600.0,0.0,0.0
583,0,5,1580688000.0,0.0,0.0
584,0,5,1580774400.0,0.0,0.0
585,0,5,1580860800.0,0.0,0.0
586,0,5,1580947200.0,0.0,0.0
587,0,5,1581033600.0,0.0,0.0
588,0,5,1581120000.0,0.0,0.0
589,0,5,1581206400.0,0.0,0.0
590,0,5,1581292800.0,0.0,0.0
591,0,5,1581379200.0,0.0,0.0
592,0,5,1581465600.0,0.0,0.0
593,0,5,1581552000.0,0.0,0.0
594,0,5,1581638400.0,0.0,0.0
595,0,5,1581724800.0,0.0,0.0
596,0,5,1581811200.0,0.0,0.0
597,0,5,1581897600.0,0.0,0.0
598,0,5,1581984000.0,0.0,0.0
599,0,5,1582070400.0,0.0,0.0
600,0,5,1582156800.0,0.0,0.0
601,0,5,1582243200.0,0.0,0.0
602,0,5,1582329600.0,0.0,0.0
603,0,5,1582416000.0,0.0,0.0
604,0,5,1582502400.0,0.0,0.0
605,0,5,1582588800.0,0.0,0.0
606,0,5,1582675200.0,0.0,0.0
607,0,5,1582761600.0,0.0,0.0
608,0,5,1582848000.0,0.0,0.0
609,0,5,1582934400.0,0.0,0.0
610,0,5,1583020800.0,0.0,0.0
611,0,5,1583107200.0,0.0,0.0
612,0,5,1583193600.0,0.0,0.0
613,0,5,1583280000.0,0.0,0.0
614,0,5,1583366400.0,0.0,0.0
615,0,5,1583452800.0,0.0,0.0
616,0,5,1583539200.0,0.0,0.0
617,0,5,1583625600.0,0.0,0.0
618,0,5,1583712000.0,0.0,0.0
619,0,5,1583798400.0,0.0,0.0
620,0,5,1583884800.0,0.0,0.0
621,0,5,1583971200.0,0.0,0.0
622,0,5,1584057600.0,1.0,0.0
623,0,5,1584144000.0,1.0,0.0
624,0,5,1584230400.0,1.0,0.0
625,0,5,1584316800.0,1.0,0.0
626,0,5,1584403200.0,1.0,0.0
627,0,5,1584489600.0,1.0,0.0
628,0,5,1584576000.0,1.0,0.0
629,0,5,1584662400.0,1.0,0.0
630,0,5,1584748800.0,1.0,0.0
631,0,5,1584835200.0,1.0,0.0
632,0,5,1584921600.0,3.0,0.0
633,0,5,1585008000.0,3.0,0.0
634,0,5,1585094400.0,3.0,0.0
635,0,5,1585180800.0,7.0,0.0
636,0,5,1585267200.0,7.0,0.0
637,0,5,1585353600.0,7.0,0.0
638,0,5,1585440000.0,7.0,0.0
639,0,5,1585526400.0,7.0,0.0
640,0,5,1585612800.0,7.0,0.0
641,0,5,1585699200.0,7.0,0.0
642,0,5,1585785600.0,9.0,0.0
643,0,5,1585872000.0,15.0,0.0
644,0,5,1585958400.0,15.0,0.0
645,0,5,1586044800.0,15.0,0.0
646,0,5,1586131200.0,15.0,0.0
647,0,5,1586217600.0,19.0,1.0
648,0,5,1586304000.0,19.0,2.0
649,0,5,1586390400.0,19.0,2.0
650,0,5,1586476800.0,19.0,2.0
651,0,5,1586563200.0,21.0,2.0
652,0,5,1586649600.0,21.0,2.0
653,0,5,1586736000.0,23.0,2.0
654,0,5,1586822400.0,23.0,2.0
655,0,5,1586908800.0,23.0,2.0
656,0,5,1586995200.0,23.0,3.0
657,0,5,1587081600.0,23.0,3.0
658,0,5,1587168000.0,23.0,3.0
659,0,5,1587254400.0,23.0,3.0
685,0,6,1579651200.0,0.0,0.0
686,0,6,1579737600.0,0.0,0.0
687,0,6,1579824000.0,0.0,0.0
688,0,6,1579910400.0,0.0,0.0
689,0,6,1579996800.0,0.0,0.0
690,0,6,1580083200.0,0.0,0.0
691,0,6,1580169600.0,0.0,0.0
692,0,6,1580256000.0,0.0,0.0
693,0,6,1580342400.0,0.0,0.0
694,0,6,1580428800.0,0.0,0.0
695,0,6,1580515200.0,0.0,0.0
696,0,6,1580601600.0,0.0,0.0
697,0,6,1580688000.0,0.0,0.0
698,0,6,1580774400.0,0.0,0.0
699,0,6,1580860800.0,0.0,0.0
700,0,6,1580947200.0,0.0,0.0
701,0,6,1581033600.0,0.0,0.0
702,0,6,1581120000.0,0.0,0.0
703,0,6,1581206400.0,0.0,0.0
704,0,6,1581292800.0,0.0,0.0
705,0,6,1581379200.0,0.0,0.0
706,0,6,1581465600.0,0.0,0.0
707,0,6,1581552000.0,0.0,0.0
708,0,6,1581638400.0,0.0,0.0
709,0,6,1581724800.0,0.0,0.0
710,0,6,1581811200.0,0.0,0.0
711,0,6,1581897600.0,0.0,0.0
712,0,6,1581984000.0,0.0,0.0
713,0,6,1582070400.0,0.0,0.0
714,0,6,1582156800.0,0.0,0.0
715,0,6,1582243200.0,0.0,0.0
716,0,6,1582329600.0,0.0,0.0
717,0,6,1582416000.0,0.0,0.0
718,0,6,1582502400.0,0.0,0.0
719,0,6,1582588800.0,0.0,0.0
720,0,6,1582675200.0,0.0,0.0
721,0,6,1582761600.0,0.0,0.0
722,0,6,1582848000.0,0.0,0.0
723,0,6,1582934400.0,0.0,0.0
724,0,6,1583020800.0,0.0,0.0
725,0,6,1583107200.0,0.0,0.0
726,0,6,1583193600.0,1.0,0.0
727,0,6,1583280000.0,1.0,0.0
728,0,6,1583366400.0,1.0,0.0
729,0,6,1583452800.0,2.0,0.0
730,0,6,1583539200.0,8.0,0.0
731,0,6,1583625600.0,12.0,1.0
732,0,6,1583712000.0,12.0,1.0
733,0,6,1583798400.0,17.0,1.0
734,0,6,1583884800.0,19.0,1.0
735,0,6,1583971200.0,19.0,1.0
736,0,6,1584057600.0,31.0,2.0
737,0,6,1584144000.0,34.0,2.0
738,0,6,1584230400.0,45.0,2.0
739,0,6,1584316800.0,56.0,2.0
740,0,6,1584403200.0,68.0,2.0
741,0,6,1584489600.0,79.0,2.0
742,0,6,1584576000.0,97.0,3.0
743,0,6,1584662400.0,128.0,3.0
744,0,6,1584748800.0,158.0,4.0
745,0,6,1584835200.0,266.0,4.0
746,0,6,1584921600.0,301.0,4.0
747,0,6,1585008000.0,387.0,6.0
748,0,6,1585094400.0,387.0,8.0
749,0,6,1585180800.0,502.0,9.0
750,0,6,1585267200.0,589.0,13.0
751,0,6,1585353600.0,690.0,18.0
752,0,6,1585440000.0,745.0,19.0
753,0,6,1585526400.0,820.0,23.0
754,0,6,1585612800.0,1054.0,27.0
755,0,6,1585699200.0,1054.0,28.0
756,0,6,1585785600.0,1133.0,36.0
757,0,6,1585872000.0,1265.0,39.0
758,0,6,1585958400.0,1451.0,43.0
759,0,6,1586044800.0,1451.0,44.0
760,0,6,1586131200.0,1554.0,48.0
761,0,6,1586217600.0,1628.0,56.0
762,0,6,1586304000.0,1715.0,63.0
763,0,6,1586390400.0,1795.0,72.0
764,0,6,1586476800.0,1975.0,82.0
765,0,6,1586563200.0,1975.0,83.0
766,0,6,1586649600.0,2142.0,90.0
767,0,6,1586736000.0,2208.0,97.0
768,0,6,1586822400.0,2277.0,102.0
769,0,6,1586908800.0,2443.0,111.0
770,0,6,1586995200.0,2571.0,115.0
771,0,6,1587081600.0,2669.0,123.0
772,0,6,1587168000.0,2758.0,129.0
773,0,6,1587254400.0,2839.0,132.0
799,0,7,1579651200.0,0.0,0.0
800,0,7,1579737600.0,0.0,0.0
801,0,7,1579824000.0,0.0,0.0
802,0,7,1579910400.0,0.0,0.0
803,0,7,1579996800.0,0.0,0.0
804,0,7,1580083200.0,0.0,0.0
805,0,7,1580169600.0,0.0,0.0
806,0,7,1580256000.0,0.0,0.0
807,0,7,1580342400.0,0.0,0.0
808,0,7,1580428800.0,0.0,0.0
809,0,7,1580515200.0,0.0,0.0
810,0,7,1580601600.0,0.0,0.0
811,0,7,1580688000.0,0.0,0.0
812,0,7,1580774400.0,0.0,0.0
813,0,7,1580860800.0,0.0,0.0
814,0,7,1580947200.0,0.0,0.0
815,0,7,1581033600.0,0.0,0.0
816,0,7,1581120000.0,0.0,0.0
817,0,7,1581206400.0,0.0,0.0
818,0,7,1581292800.0,0.0,0.0
819,0,7,1581379200.0,0.0,0.0
820,0,7,1581465600.0,0.0,0.0
821,0,7,1581552000.0,0.0,0.0
822,0,7,1581638400.0,0.0,0.0
823,0,7,1581724800.0,0.0,0.0
824,0,7,1581811200.0,0.0,0.0
825,0,7,1581897600.0,0.0,0.0
826,0,7,1581984000.0,0.0,0.0
827,0,7,1582070400.0,0.0,0.0
828,0,7,1582156800.0,0.0,0.0
829,0,7,1582243200.0,0.0,0.0
830,0,7,1582329600.0,0.0,0.0
831,0,7,1582416000.0,0.0,0.0
832,0,7,1582502400.0,0.0,0.0
833,0,7,1582588800.0,0.0,0.0
834,0,7,1582675200.0,0.0,0.0
835,0,7,1582761600.0,0.0,0.0
836,0,7,1582848000.0,0.0,0.0
