Id,Country_Region,Province_State,Date,ConfirmedCases,Fatalities
188,Albania,,1585958400.0,333.0,20.0
189,Albania,,1586044800.0,361.0,20.0
190,Albania,,1586131200.0,377.0,21.0
191,Albania,,1586217600.0,383.0,22.0
192,Albania,,1586304000.0,400.0,22.0
229,Algeria,,1579651200.0,0.0,0.0
230,Algeria,,1579737600.0,0.0,0.0
231,Algeria,,1579824000.0,0.0,0.0
232,Algeria,,1579910400.0,0.0,0.0
233,Algeria,,1579996800.0,0.0,0.0
234,Algeria,,1580083200.0,0.0,0.0
235,Algeria,,1580169600.0,0.0,0.0
236,Algeria,,1580256000.0,0.0,0.0
237,Algeria,,1580342400.0,0.0,0.0
238,Algeria,,1580428800.0,0.0,0.0
239,Algeria,,1580515200.0,0.0,0.0
240,Algeria,,1580601600.0,0.0,0.0
241,Algeria,,1580688000.0,0.0,0.0
242,Algeria,,1580774400.0,0.0,0.0
243,Algeria,,1580860800.0,0.0,0.0
244,Algeria,,1580947200.0,0.0,0.0
245,Algeria,,1581033600.0,0.0,0.0
246,Algeria,,1581120000.0,0.0,0.0
247,Algeria,,1581206400.0,0.0,0.0
248,Algeria,,1581292800.0,0.0,0.0
249,Algeria,,1581379200.0,0.0,0.0
250,Algeria,,1581465600.0,0.0,0.0
251,Algeria,,1581552000.0,0.0,0.0
252,Algeria,,1581638400.0,0.0,0.0
253,Algeria,,1581724800.0,0.0,0.0
254,Algeria,,1581811200.0,0.0,0.0
255,Algeria,,1581897600.0,0.0,0.0
256,Algeria,,1581984000.0,0.0,0.0
257,Algeria,,1582070400.0,0.0,0.0
258,Algeria,,1582156800.0,0.0,0.0
259,Algeria,,1582243200.0,0.0,0.0
260,Algeria,,1582329600.0,0.0,0.0
261,Algeria,,1582416000.0,0.0,0.0
262,Algeria,,1582502400.0,0.0,0.0
263,Algeria,,1582588800.0,1.0,0.0
264,Algeria,,1582675200.0,1.0,0.0
265,Algeria,,1582761600.0,1.0,0.0
266,Algeria,,1582848000.0,1.0,0.0
267,Algeria,,1582934400.0,1.0,0.0
268,Algeria,,1583020800.0,1.0,0.0
269,Algeria,,1583107200.0,3.0,0.0
270,Algeria,,1583193600.0,5.0,0.0
271,Algeria,,1583280000.0,12.0,0.0
272,Algeria,,1583366400.0,12.0,0.0
273,Algeria,,1583452800.0,17.0,0.0
274,Algeria,,1583539200.0,17.0,0.0
275,Algeria,,1583625600.0,19.0,0.0
276,Algeria,,1583712000.0,20.0,0.0
277,Algeria,,1583798400.0,20.0,0.0
278,Algeria,,1583884800.0,20.0,0.0
279,Algeria,,1583971200.0,24.0,1.0
280,Algeria,,1584057600.0,26.0,2.0
281,Algeria,,1584144000.0,37.0,3.0
282,Algeria,,1584230400.0,48.0,4.0
283,Algeria,,1584316800.0,54.0,4.0
284,Algeria,,1584403200.0,60.0,4.0
285,Algeria,,1584489600.0,74.0,7.0
286,Algeria,,1584576000.0,87.0,9.0
287,Algeria,,1584662400.0,90.0,11.0
288,Algeria,,1584748800.0,139.0,15.0
289,Algeria,,1584835200.0,201.0,17.0
290,Algeria,,1584921600.0,230.0,17.0
291,Algeria,,1585008000.0,264.0,19.0
292,Algeria,,1585094400.0,302.0,21.0
293,Algeria,,1585180800.0,367.0,25.0
294,Algeria,,1585267200.0,409.0,26.0
295,Algeria,,1585353600.0,454.0,29.0
296,Algeria,,1585440000.0,511.0,31.0
297,Algeria,,1585526400.0,584.0,35.0
298,Algeria,,1585612800.0,716.0,44.0
299,Algeria,,1585699200.0,847.0,58.0
300,Algeria,,1585785600.0,986.0,86.0
301,Algeria,,1585872000.0,1171.0,105.0
302,Algeria,,1585958400.0,1251.0,130.0
303,Algeria,,1586044800.0,1320.0,152.0
304,Algeria,,1586131200.0,1423.0,173.0
305,Algeria,,1586217600.0,1468.0,193.0
306,Algeria,,1586304000.0,1572.0,205.0
343,Andorra,,1579651200.0,0.0,0.0
344,Andorra,,1579737600.0,0.0,0.0
345,Andorra,,1579824000.0,0.0,0.0
346,Andorra,,1579910400.0,0.0,0.0
347,Andorra,,1579996800.0,0.0,0.0
348,Andorra,,1580083200.0,0.0,0.0
349,Andorra,,1580169600.0,0.0,0.0
350,Andorra,,1580256000.0,0.0,0.0
351,Andorra,,1580342400.0,0.0,0.0
352,Andorra,,1580428800.0,0.0,0.0
353,Andorra,,1580515200.0,0.0,0.0
354,Andorra,,1580601600.0,0.0,0.0
355,Andorra,,1580688000.0,0.0,0.0
356,Andorra,,1580774400.0,0.0,0.0
357,Andorra,,1580860800.0,0.0,0.0
358,Andorra,,1580947200.0,0.0,0.0
359,Andorra,,1581033600.0,0.0,0.0
360,Andorra,,1581120000.0,0.0,0.0
361,Andorra,,1581206400.0,0.0,0.0
362,Andorra,,1581292800.0,0.0,0.0
363,Andorra,,1581379200.0,0.0,0.0
364,Andorra,,1581465600.0,0.0,0.0
365,Andorra,,1581552000.0,0.0,0.0
366,Andorra,,1581638400.0,0.0,0.0
367,Andorra,,1581724800.0,0.0,0.0
368,Andorra,,1581811200.0,0.0,0.0
369,Andorra,,1581897600.0,0.0,0.0
370,Andorra,,1581984000.0,0.0,0.0
371,Andorra,,1582070400.0,0.0,0.0
372,Andorra,,1582156800.0,0.0,0.0
373,Andorra,,1582243200.0,0.0,0.0
374,Andorra,,1582329600.0,0.0,0.0
375,Andorra,,1582416000.0,0.0,0.0
376,Andorra,,1582502400.0,0.0,0.0
377,Andorra,,1582588800.0,0.0,0.0
378,Andorra,,1582675200.0,0.0,0.0
379,Andorra,,1582761600.0,0.0,0.0
380,Andorra,,1582848000.0,0.0,0.0
381,Andorra,,1582934400.0,0.0,0.0
382,Andorra,,1583020800.0,0.0,0.0
383,Andorra,,1583107200.0,1.0,0.0
384,Andorra,,1583193600.0,1.0,0.0
385,Andorra,,1583280000.0,1.0,0.0
386,Andorra,,1583366400.0,1.0,0.0
387,Andorra,,1583452800.0,1.0,0.0
388,Andorra,,1583539200.0,1.0,0.0
389,Andorra,,1583625600.0,1.0,0.0
390,Andorra,,1583712000.0,1.0,0.0
391,Andorra,,1583798400.0,1.0,0.0
392,Andorra,,1583884800.0,1.0,0.0
393,Andorra,,1583971200.0,1.0,0.0
394,Andorra,,1584057600.0,1.0,0.0
395,Andorra,,1584144000.0,1.0,0.0
396,Andorra,,1584230400.0,1.0,0.0
397,Andorra,,1584316800.0,2.0,0.0
398,Andorra,,1584403200.0,39.0,0.0
399,Andorra,,1584489600.0,39.0,0.0
400,Andorra,,1584576000.0,53.0,0.0
401,Andorra,,1584662400.0,75.0,0.0
402,Andorra,,1584748800.0,88.0,0.0
403,Andorra,,1584835200.0,113.0,1.0
404,Andorra,,1584921600.0,133.0,1.0
405,Andorra,,1585008000.0,164.0,1.0
406,Andorra,,1585094400.0,188.0,1.0
407,Andorra,,1585180800.0,224.0,3.0
408,Andorra,,1585267200.0,267.0,3.0
409,Andorra,,1585353600.0,308.0,3.0
410,Andorra,,1585440000.0,334.0,6.0
411,Andorra,,1585526400.0,370.0,8.0
412,Andorra,,1585612800.0,376.0,12.0
413,Andorra,,1585699200.0,390.0,14.0
414,Andorra,,1585785600.0,428.0,15.0
415,Andorra,,1585872000.0,439.0,16.0
416,Andorra,,1585958400.0,466.0,17.0
417,Andorra,,1586044800.0,501.0,18.0
418,Andorra,,1586131200.0,525.0,21.0
419,Andorra,,1586217600.0,545.0,22.0
420,Andorra,,1586304000.0,564.0,23.0
457,Angola,,1579651200.0,0.0,0.0
458,Angola,,1579737600.0,0.0,0.0
459,Angola,,1579824000.0,0.0,0.0
460,Angola,,1579910400.0,0.0,0.0
461,Angola,,1579996800.0,0.0,0.0
462,Angola,,1580083200.0,0.0,0.0
463,Angola,,1580169600.0,0.0,0.0
464,Angola,,1580256000.0,0.0,0.0
465,Angola,,1580342400.0,0.0,0.0
466,Angola,,1580428800.0,0.0,0.0
467,Angola,,1580515200.0,0.0,0.0
468,Angola,,1580601600.0,0.0,0.0
469,Angola,,1580688000.0,0.0,0.0
470,Angola,,1580774400.0,0.0,0.0
471,Angola,,1580860800.0,0.0,0.0
472,Angola,,1580947200.0,0.0,0.0
473,Angola,,1581033600.0,0.0,0.0
474,Angola,,1581120000.0,0.0,0.0
475,Angola,,1581206400.0,0.0,0.0
476,Angola,,1581292800.0,0.0,0.0
477,Angola,,1581379200.0,0.0,0.0
478,Angola,,1581465600.0,0.0,0.0
479,Angola,,1581552000.0,0.0,0.0
480,Angola,,1581638400.0,0.0,0.0
481,Angola,,1581724800.0,0.0,0.0
482,Angola,,1581811200.0,0.0,0.0
483,Angola,,1581897600.0,0.0,0.0
484,Angola,,1581984000.0,0.0,0.0
485,Angola,,1582070400.0,0.0,0.0
486,Angola,,1582156800.0,0.0,0.0
487,Angola,,1582243200.0,0.0,0.0
488,Angola,,1582329600.0,0.0,0.0
489,Angola,,1582416000.0,0.0,0.0
490,Angola,,1582502400.0,0.0,0.0
491,Angola,,1582588800.0,0.0,0.0
492,Angola,,1582675200.0,0.0,0.0
493,Angola,,1582761600.0,0.0,0.0
494,Angola,,1582848000.0,0.0,0.0
495,Angola,,1582934400.0,0.0,0.0
496,Angola,,1583020800.0,0.0,0.0
497,Angola,,1583107200.0,0.0,0.0
498,Angola,,1583193600.0,0.0,0.0
499,Angola,,1583280000.0,0.0,0.0
500,Angola,,1583366400.0,0.0,0.0
501,Angola,,1583452800.0,0.0,0.0
502,Angola,,1583539200.0,0.0,0.0
503,Angola,,1583625600.0,0.0,0.0
504,Angola,,1583712000.0,0.0,0.0
505,Angola,,1583798400.0,0.0,0.0
506,Angola,,1583884800.0,0.0,0.0
507,Angola,,1583971200.0,0.0,0.0
508,Angola,,1584057600.0,0.0,0.0
509,Angola,,1584144000.0,0.0,0.0
510,Angola,,1584230400.0,0.0,0.0
511,Angola,,1584316800.0,0.0,0.0
512,Angola,,1584403200.0,0.0,0.0
513,Angola,,1584489600.0,0.0,0.0
514,Angola,,1584576000.0,0.0,0.0
515,Angola,,1584662400.0,1.0,0.0
516,Angola,,1584748800.0,2.0,0.0
517,Angola,,1584835200.0,2.0,0.0
518,Angola,,1584921600.0,3.0,0.0
519,Angola,,1585008000.0,3.0,0.0
520,Angola,,1585094400.0,3.0,0.0
521,Angola,,1585180800.0,4.0,0.0
522,Angola,,1585267200.0,4.0,0.0
523,Angola,,1585353600.0,5.0,0.0
524,Angola,,1585440000.0,7.0,2.0
525,Angola,,1585526400.0,7.0,2.0
526,Angola,,1585612800.0,7.0,2.0
527,Angola,,1585699200.0,8.0,2.0
528,Angola,,1585785600.0,8.0,2.0
529,Angola,,1585872000.0,8.0,2.0
530,Angola,,1585958400.0,10.0,2.0
531,Angola,,1586044800.0,14.0,2.0
532,Angola,,1586131200.0,16.0,2.0
533,Angola,,1586217600.0,17.0,2.0
534,Angola,,1586304000.0,19.0,2.0
571,Antigua and Barbuda,,1579651200.0,0.0,0.0
572,Antigua and Barbuda,,1579737600.0,0.0,0.0
573,Antigua and Barbuda,,1579824000.0,0.0,0.0
574,Antigua and Barbuda,,1579910400.0,0.0,0.0
575,Antigua and Barbuda,,1579996800.0,0.0,0.0
576,Antigua and Barbuda,,1580083200.0,0.0,0.0
577,Antigua and Barbuda,,1580169600.0,0.0,0.0
578,Antigua and Barbuda,,1580256000.0,0.0,0.0
579,Antigua and Barbuda,,1580342400.0,0.0,0.0
580,Antigua and Barbuda,,1580428800.0,0.0,0.0
581,Antigua and Barbuda,,1580515200.0,0.0,0.0
582,Antigua and Barbuda,,1580601600.0,0.0,0.0
583,Antigua and Barbuda,,1580688000.0,0.0,0.0
584,Antigua and Barbuda,,1580774400.0,0.0,0.0
585,Antigua and Barbuda,,1580860800.0,0.0,0.0
586,Antigua and Barbuda,,1580947200.0,0.0,0.0
587,Antigua and Barbuda,,1581033600.0,0.0,0.0
588,Antigua and Barbuda,,1581120000.0,0.0,0.0
589,Antigua and Barbuda,,1581206400.0,0.0,0.0
590,Antigua and Barbuda,,1581292800.0,0.0,0.0
591,Antigua and Barbuda,,1581379200.0,0.0,0.0
592,Antigua and Barbuda,,1581465600.0,0.0,0.0
593,Antigua and Barbuda,,1581552000.0,0.0,0.0
594,Antigua and Barbuda,,1581638400.0,0.0,0.0
595,Antigua and Barbuda,,1581724800.0,0.0,0.0
596,Antigua and Barbuda,,1581811200.0,0.0,0.0
597,Antigua and Barbuda,,1581897600.0,0.0,0.0
598,Antigua and Barbuda,,1581984000.0,0.0,0.0
599,Antigua and Barbuda,,1582070400.0,0.0,0.0
600,Antigua and Barbuda,,1582156800.0,0.0,0.0
601,Antigua and Barbuda,,1582243200.0,0.0,0.0
602,Antigua and Barbuda,,1582329600.0,0.0,0.0
603,Antigua and Barbuda,,1582416000.0,0.0,0.0
604,Antigua and Barbuda,,1582502400.0,0.0,0.0
605,Antigua and Barbuda,,1582588800.0,0.0,0.0
606,Antigua and Barbuda,,1582675200.0,0.0,0.0
607,Antigua and Barbuda,,1582761600.0,0.0,0.0
608,Antigua and Barbuda,,1582848000.0,0.0,0.0
609,Antigua and Barbuda,,1582934400.0,0.0,0.0
610,Antigua and Barbuda,,1583020800.0,0.0,0.0
611,Antigua and Barbuda,,1583107200.0,0.0,0.0
612,Antigua and Barbuda,,1583193600.0,0.0,0.0
613,Antigua and Barbuda,,1583280000.0,0.0,0.0
614,Antigua and Barbuda,,1583366400.0,0.0,0.0
615,Antigua and Barbuda,,1583452800.0,0.0,0.0
616,Antigua and Barbuda,,1583539200.0,0.0,0.0
617,Antigua and Barbuda,,1583625600.0,0.0,0.0
618,Antigua and Barbuda,,1583712000.0,0.0,0.0
619,Antigua and Barbuda,,1583798400.0,0.0,0.0
620,Antigua and Barbuda,,1583884800.0,0.0,0.0
621,Antigua and Barbuda,,1583971200.0,0.0,0.0
622,Antigua and Barbuda,,1584057600.0,1.0,0.0
623,Antigua and Barbuda,,1584144000.0,1.0,0.0
624,Antigua and Barbuda,,1584230400.0,1.0,0.0
625,Antigua and Barbuda,,1584316800.0,1.0,0.0
626,Antigua and Barbuda,,1584403200.0,1.0,0.0
627,Antigua and Barbuda,,1584489600.0,1.0,0.0
628,Antigua and Barbuda,,1584576000.0,1.0,0.0
629,Antigua and Barbuda,,1584662400.0,1.0,0.0
630,Antigua and Barbuda,,1584748800.0,1.0,0.0
631,Antigua and Barbuda,,1584835200.0,1.0,0.0
632,Antigua and Barbuda,,1584921600.0,3.0,0.0
633,Antigua and Barbuda,,1585008000.0,3.0,0.0
634,Antigua and Barbuda,,1585094400.0,3.0,0.0
635,Antigua and Barbuda,,1585180800.0,7.0,0.0
636,Antigua and Barbuda,,1585267200.0,7.0,0.0
637,Antigua and Barbuda,,1585353600.0,7.0,0.0
638,Antigua and Barbuda,,1585440000.0,7.0,0.0
639,Antigua and Barbuda,,1585526400.0,7.0,0.0
640,Antigua and Barbuda,,1585612800.0,7.0,0.0
641,Antigua and Barbuda,,1585699200.0,7.0,0.0
642,Antigua and Barbuda,,1585785600.0,9.0,0.0
643,Antigua and Barbuda,,1585872000.0,15.0,0.0
644,Antigua and Barbuda,,1585958400.0,15.0,0.0
645,Antigua and Barbuda,,1586044800.0,15.0,0.0
646,Antigua and Barbuda,,1586131200.0,15.0,0.0
647,Antigua and Barbuda,,1586217600.0,19.0,1.0
648,Antigua and Barbuda,,1586304000.0,19.0,2.0
685,Argentina,,1579651200.0,0.0,0.0
686,Argentina,,1579737600.0,0.0,0.0
687,Argentina,,1579824000.0,0.0,0.0
688,Argentina,,1579910400.0,0.0,0.0
689,Argentina,,1579996800.0,0.0,0.0
690,Argentina,,1580083200.0,0.0,0.0
691,Argentina,,1580169600.0,0.0,0.0
692,Argentina,,1580256000.0,0.0,0.0
693,Argentina,,1580342400.0,0.0,0.0
694,Argentina,,1580428800.0,0.0,0.0
695,Argentina,,1580515200.0,0.0,0.0
696,Argentina,,1580601600.0,0.0,0.0
697,Argentina,,1580688000.0,0.0,0.0
698,Argentina,,1580774400.0,0.0,0.0
699,Argentina,,1580860800.0,0.0,0.0
700,Argentina,,1580947200.0,0.0,0.0
701,Argentina,,1581033600.0,0.0,0.0
702,Argentina,,1581120000.0,0.0,0.0
703,Argentina,,1581206400.0,0.0,0.0
704,Argentina,,1581292800.0,0.0,0.0
705,Argentina,,1581379200.0,0.0,0.0
706,Argentina,,1581465600.0,0.0,0.0
707,Argentina,,1581552000.0,0.0,0.0
708,Argentina,,1581638400.0,0.0,0.0
709,Argentina,,1581724800.0,0.0,0.0
710,Argentina,,1581811200.0,0.0,0.0
711,Argentina,,1581897600.0,0.0,0.0
712,Argentina,,1581984000.0,0.0,0.0
713,Argentina,,1582070400.0,0.0,0.0
714,Argentina,,1582156800.0,0.0,0.0
715,Argentina,,1582243200.0,0.0,0.0
716,Argentina,,1582329600.0,0.0,0.0
717,Argentina,,1582416000.0,0.0,0.0
718,Argentina,,1582502400.0,0.0,0.0
719,Argentina,,1582588800.0,0.0,0.0
720,Argentina,,1582675200.0,0.0,0.0
721,Argentina,,1582761600.0,0.0,0.0
722,Argentina,,1582848000.0,0.0,0.0
723,Argentina,,1582934400.0,0.0,0.0
724,Argentina,,1583020800.0,0.0,0.0
725,Argentina,,1583107200.0,0.0,0.0
726,Argentina,,1583193600.0,1.0,0.0
727,Argentina,,1583280000.0,1.0,0.0
728,Argentina,,1583366400.0,1.0,0.0
729,Argentina,,1583452800.0,2.0,0.0
730,Argentina,,1583539200.0,8.0,0.0
731,Argentina,,1583625600.0,12.0,1.0
732,Argentina,,1583712000.0,12.0,1.0
733,Argentina,,1583798400.0,17.0,1.0
734,Argentina,,1583884800.0,19.0,1.0
735,Argentina,,1583971200.0,19.0,1.0
736,Argentina,,1584057600.0,31.0,2.0
737,Argentina,,1584144000.0,34.0,2.0
738,Argentina,,1584230400.0,45.0,2.0
739,Argentina,,1584316800.0,56.0,2.0
740,Argentina,,1584403200.0,68.0,2.0
741,Argentina,,1584489600.0,79.0,2.0
742,Argentina,,1584576000.0,97.0,3.0
743,Argentina,,1584662400.0,128.0,3.0
744,Argentina,,1584748800.0,158.0,4.0
745,Argentina,,1584835200.0,266.0,4.0
746,Argentina,,1584921600.0,301.0,4.0
747,Argentina,,1585008000.0,387.0,6.0
748,Argentina,,1585094400.0,387.0,8.0
749,Argentina,,1585180800.0,502.0,9.0
750,Argentina,,1585267200.0,589.0,13.0
751,Argentina,,1585353600.0,690.0,18.0
752,Argentina,,1585440000.0,745.0,19.0
753,Argentina,,1585526400.0,820.0,23.0
754,Argentina,,1585612800.0,1054.0,27.0
755,Argentina,,1585699200.0,1054.0,28.0
756,Argentina,,1585785600.0,1133.0,36.0
757,Argentina,,1585872000.0,1265.0,39.0
758,Argentina,,1585958400.0,1451.0,43.0
759,Argentina,,1586044800.0,1451.0,44.0
760,Argentina,,1586131200.0,1554.0,48.0
761,Argentina,,1586217600.0,1628.0,56.0
762,Argentina,,1586304000.0,1715.0,63.0
799,Armenia,,1579651200.0,0.0,0.0
800,Armenia,,1579737600.0,0.0,0.0
801,Armenia,,1579824000.0,0.0,0.0
802,Armenia,,1579910400.0,0.0,0.0
803,Armenia,,1579996800.0,0.0,0.0
804,Armenia,,1580083200.0,0.0,0.0
805,Armenia,,1580169600.0,0.0,0.0
806,Armenia,,1580256000.0,0.0,0.0
807,Armenia,,1580342400.0,0.0,0.0
808,Armenia,,1580428800.0,0.0,0.0
809,Armenia,,1580515200.0,0.0,0.0
810,Armenia,,1580601600.0,0.0,0.0
811,Armenia,,1580688000.0,0.0,0.0
812,Armenia,,1580774400.0,0.0,0.0
813,Armenia,,1580860800.0,0.0,0.0
814,Armenia,,1580947200.0,0.0,0.0
815,Armenia,,1581033600.0,0.0,0.0
816,Armenia,,1581120000.0,0.0,0.0
817,Armenia,,1581206400.0,0.0,0.0
818,Armenia,,1581292800.0,0.0,0.0
819,Armenia,,1581379200.0,0.0,0.0
820,Armenia,,1581465600.0,0.0,0.0
821,Armenia,,1581552000.0,0.0,0.0
822,Armenia,,1581638400.0,0.0,0.0
823,Armenia,,1581724800.0,0.0,0.0
824,Armenia,,1581811200.0,0.0,0.0
825,Armenia,,1581897600.0,0.0,0.0
826,Armenia,,1581984000.0,0.0,0.0
827,Armenia,,1582070400.0,0.0,0.0
828,Armenia,,1582156800.0,0.0,0.0
829,Armenia,,1582243200.0,0.0,0.0
830,Armenia,,1582329600.0,0.0,0.0
831,Armenia,,1582416000.0,0.0,0.0
832,Armenia,,1582502400.0,0.0,0.0
833,Armenia,,1582588800.0,0.0,0.0
834,Armenia,,1582675200.0,0.0,0.0
835,Armenia,,1582761600.0,0.0,0.0
836,Armenia,,1582848000.0,0.0,0.0
